OBJECTID,ID,SPECIES,STREET,HOUSE_NUMBER,TOWN,SEASON_PLANTED,ObservationDate_baseline,SiteType_baseline,LandUse_baseline,DBH_baseline,DBH_Height_baseline,DBH2_baseline,DBH2_Height_baseline,Height_baseline,Width_baseline,Mortality_baseline,BasalSprouts_baseline,Vigor_baseline,Condition_baseline,Comments_baseline,LocationNotes,SiteType_2023,LandUse_2023,DBH_2023,DBH_Height_2023,DBH2_2023,DBH2_Height_2023,Height_2023,Width_2023,Mortality_2023,BasalSprouts_2023,Vigor_2023,Condition_2023,Comments_2023,Crew_Initials_2023,ObservationDate_2023,Editor,SHADE,ORNAMENTAL,EVERGREEN,LONGITUDE,LATITUDE,POINT_X,POINT_Y,Scientific.Name,geometry,FORESTER
1121,12586,Ginkgo,DIXFIELD ST,43,Worcester,Fall 2011,7/2/2015,Back Yard,Single-Family,0,,0,,0,0,Unknown,NA,,," No permission, blocked by fences ",,BY,SFR-A,0,0,0,0,0,0,Removed,N,,,b'5468657265207761732061207374756d7020696e20746865206261636b796172642c206469646e89dbaa74206c6f6f6b206c696b652067696e676b6f2e204e6f2047696e676b6f73',KS AP JA,6/20/2023,KSmart_clarku,1,0,0,175541.1974,898171.1774,-71.79678084,42.33364925,Ginkgo biloba,,AS
1623,14516,Serviceberry,DIXFIELD ST,42,Worcester,Spring 2011,7/2/2015,Back Yard,Single-Family,0,,0,,0,0,Alive,NA,,,  ,,BY,SFR-A,2.2,54,0,0,14,10.25,Alive,N,1,Good,,KS AP JA,6/20/2023,KSmart_clarku,0,1,0,175539.6355,898172.3132,-71.79679984,42.33365942,Amelanchier spp.,,AP
1122,12587,Japanese Tree Lilac,DIXFIELD ST,43,Worcester,Fall 2011,7/2/2015,Front Yard,Single-Family,1.12,,0,,10.41666667,4.375,Alive,NA,1,Good, Weedwacker damage on lower trunk ,,FY,SFR-A,3,54,0,0,13.1,8,Alive,N,1,Good,,KS AP JA,6/20/2023,KSmart_clarku,0,1,0,175569.4077,898172.4787,-71.7964386,42.33366185,Syringa reticulata,,DC
1526,14002,Serviceberry,BURNCOAT ST,725,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,3.5,16,0,0,14.2,18,Alive,N,1,Good,,CK AN KS NG,6/22/2023,CKluchman_clarku,0,1,0,176655.5899,898173.9587,-71.78325912,42.3337084,Amelanchier spp.,,DC
1626,14519,Hophornbeam,DIXFIELD ST,42,Worcester,Spring 2011,7/2/2015,Back Yard,Single-Family,1.25,,0,,13.75,7.833333333,Alive,NA,1,Good, Fugus on the trunk ,,BY,SFR-A,4,52,0,0,23.5,21.5,Alive,N,1,Good,,KS AP JA,6/20/2023,KSmart_clarku,1,0,0,175544.9626,898175.3086,-71.79673533,42.33368656,Ostrya virginiana,,AP
802,10634,Blackgum,KENNEBEC ST,17,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,,JATHRC,6/22/2023,racolon_clarku,1,0,0,175886.4087,898175.63,-71.7925923,42.33370007,Nyssa sylvatica,,NT
1258,13096,White Fir,ARROWSIC ST,7,Worcester,Fall 2011,7/2/2015,,Single-Family,0,,0,,0,0,Removed,NA,,,  ,,SY,SFR-A,0,0,0,0,0,0,Removed,N,,,,JA AN AR,6/21/2023,ARichmondCrosset_clarku,0,0,1,175634.9355,898176.2966,-71.79564366,42.33369826,Abies concolor,,CP
1257,13095,Colorado Spruce,ARROWSIC ST,7,Worcester,Fall 2011,7/2/2015,,Single-Family,0,,0,,0,0,Removed,NA,,,  ,,SY,SFR-A,0,0,0,0,0,0,Removed,N,,,,JA AN AR,6/21/2023,ARichmondCrosset_clarku,0,0,1,175626.7314,898177.1872,-71.79574324,42.33370603,Picea pungens,,CP
1525,14001,Serviceberry,BURNCOAT ST,725,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,5.2,27,0,0,16.5,19.5,Alive,N,1,Good,,CK AN KS NG,6/22/2023,CKluchman_clarku,0,1,0,176655.6525,898178.6947,-71.78325855,42.33375104,Amelanchier spp.,,DC
1120,12585,Fringetree,DIXFIELD ST,43,Worcester,Fall 2011,7/2/2015,Front Yard,Single-Family,0.57,,0,,7,4.5,Alive,NA,1,Good, Damage on leaves ,,FY,SFR-A,3.6,29,1.3,24,11.7,12.5,Alive,Y,1,Good,,KS AP JA,6/20/2023,KSmart_clarku,0,1,0,175564.7842,898180.4391,-71.79649503,42.33373337,Chionanthus virginicus,,DC
817,10713,Serviceberry,WILBUR ST,1,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,,CK AN KS NG,6/22/2023,CKluchman_clarku,0,1,0,176338.3662,898180.4491,-71.78710852,42.33375728,Amelanchier spp.,,DC
1625,14518,Serviceberry,DIXFIELD ST,42,Worcester,Spring 2011,7/2/2015,Front Yard,Single-Family,1.7,,0,,11,7.333333333,Alive,NA,1,Good, Damage on lower trunk ,,FY,SFR-A,4.7,38,0,0,12.8,17.5,Alive,Y,1,Fair,Lots of basal sprouts,KS AP JA,6/20/2023,KSmart_clarku,0,1,0,175556.6226,898180.7181,-71.79659408,42.33373562,Amelanchier spp.,,AP
1522,13998,White Fir,BURNCOAT ST,725,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,10,54,0,0,26.8,10.5,Alive,N,1,Good,,CK AN NG KS,6/22/2023,CKluchman_clarku,0,0,1,176631.7413,898182.9052,-71.78354886,42.33378823,Abies concolor,,DC
1519,13995,White Fir,BURNCOAT ST,725,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,9.8,54,0,0,25.3,11,Alive,N,1,Good,,CK AN NG KS,6/22/2023,CKluchman_clarku,0,0,1,176628.3498,898183.4466,-71.78359003,42.333793,Abies concolor,,DC
1529,14005,White Fir,BURNCOAT ST,725,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,6.7,54,0,0,18,11,Alive,N,1,Good,,CK AN KS NG,6/22/2023,CKluchman_clarku,0,0,1,176642.2643,898183.4796,-71.78342119,42.33379371,Abies concolor,,DC
1520,13996,White Fir,BURNCOAT ST,725,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,10.9,54,0,0,29.2,10.75,Alive,N,1,Good,,CK AN KS NG,6/22/2023,CKluchman_clarku,0,0,1,176637.2363,898183.8343,-71.78348222,42.33379676,Abies concolor,,DC
1521,13997,White Fir,BURNCOAT ST,725,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,8.3,54,0,0,24,10,Alive,N,1,Good,,CK AN KS NG,6/22/2023,CKluchman_clarku,0,0,1,176637.2363,898183.8343,-71.78348222,42.33379676,Abies concolor,,DC
1524,14000,White Fir,BURNCOAT ST,725,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,7,54,0,0,24,10.5,Alive,N,1,Good,,CK AN KS NG,6/22/2023,CKluchman_clarku,0,0,1,176648.3713,898184.4159,-71.78334713,42.33380233,Abies concolor,,DC
1523,13999,White Fir,BURNCOAT ST,725,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,6.9,54,0,0,25,9.75,Alive,N,1,Good,,CK AN KS NG,6/22/2023,CKluchman_clarku,0,0,1,176645.4768,898184.9705,-71.78338227,42.33380723,Abies concolor,,DC
2185,1053369,Dawn Redwood,TYSON RD,21,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,,AN KS NG CK,6/22/2023,ANelson_clarku,0,0,1,176427.3485,898192.1141,-71.7860293,42.33386499,Metasequoia glyptostroboides,,NT
2186,1053370,Dawn Redwood,TYSON RD,21,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,,AN KS NG CK,6/22/2023,ANelson_clarku,0,0,1,176436.536,898201.7658,-71.78591821,42.33395216,Metasequoia glyptostroboides,,NT
1627,14520,Hornbeam,DIXFIELD ST,55,Worcester,Spring 2011,7/2/2015,Back Yard,Single-Family,0.87,,0,,7.833333333,3.583333333,Alive,NA,2,Fair,  ,,BY,SFR-A,1.7,54,0,0,9,5,Alive,Y,1,Good,,AP JA KS,6/20/2023,apai_clarku,1,0,0,175509.0921,898213.6872,-71.7971722,42.33403095,Carpinus betulus,,AP
1631,14524,Hornbeam,DIXFIELD ST,55,Worcester,Spring 2011,7/2/2015,Back Yard,Single-Family,1.42,,0,,9.083333333,8.25,Alive,NA,1,Good,  ,,BY,SFR-A,3.9,54,0,0,24.6,13,Alive,N,1,Good,,AP JA KS,6/20/2023,apai_clarku,1,0,0,175511.005,898214.7424,-71.79714903,42.33404051,Carpinus betulus,,AP
1629,14522,White Fir,DIXFIELD ST,55,Worcester,Spring 2011,7/2/2015,Back Yard,Single-Family,1.19,,0,,8.833333333,5.75,Alive,NA,2,Good,  ,,BY,SFR-A,4.3,54,0,0,18,13,Alive,N,1,Good,Top is losing some needles because of other things growing,AP JA KS,6/20/2023,apai_clarku,0,0,1,175506.6069,898214.7752,-71.7972024,42.33404066,Abies concolor,,AP
408,2530,Littleleaf Linden,KENNEBEC ST,14,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-A,8.7,54,0,0,29.2,32.5,Alive,N,1,Good,,JATHRC,6/22/2023,racolon_clarku,1,0,0,175911.4476,898215.1231,-71.79229012,42.33405639,Tilia cordata,,DC
1630,14523,White Fir,DIXFIELD ST,55,Worcester,Spring 2011,7/2/2015,Back Yard,Single-Family,1.97,,0,,9.5,5.208333333,Alive,NA,3,Fair,  ,,BY,SFR-A,3.5,54,0,0,22,11,Alive,N,1,Good,Doing good,,6/20/2023,apai_clarku,0,0,1,175505.3421,898217.0515,-71.79721784,42.33406112,Abies concolor,,AP
2027,18021,Beech,TYSON RD,9,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,2.9,54,0,0,26,6,Alive,N,1,Good,,AN KS NG CK,6/22/2023,ANelson_clarku,1,0,0,176515.8853,898221.0667,-71.78495618,42.33412831,Fagus sylvatica,,DC
1633,14526,White Fir,DIXFIELD ST,57,Worcester,Spring 2011,7/2/2015,Back Yard,Single-Family,1,,0,,8.25,4.666666667,Alive,NA,3,Fair,  ,,BY,SFR-A,3.4,54,0,0,19.1,9.5,Alive,N,2,Fair,Completely dead in the back,AP KS JA,6/20/2023,apai_clarku,0,0,1,175503.3885,898226.3223,-71.79724194,42.33414452,Abies concolor,,DC
1628,14521,Serviceberry,DIXFIELD ST,55,Worcester,Spring 2011,7/2/2015,Front Yard,Single-Family,1.25,,0,,10,6.125,Alive,NA,1,Good,  ,,FY,SFR-A,0,0,0,0,0,0,Unknown,N,,,,AP JA KS,6/20/2023,apai_clarku,0,1,0,175526.4656,898226.7567,-71.79696194,42.33414915,Amelanchier spp.,,AP
2025,18019,Sweetgum,TYSON RD,9,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,4.6,54,0,0,24.7,19,Alive,N,1,Good,,AN KS NG CK,6/22/2023,ANelson_clarku,1,0,0,176524.7699,898227.5547,-71.78484864,42.33418699,Liquidambar styraciflua,,DC
2024,18018,Sweetgum,TYSON RD,9,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,5.2,54,0,0,28.3,26,Alive,N,1,Good,,AN KS NG CK,6/22/2023,ANelson_clarku,1,0,0,176506.7765,898229.6829,-71.78506705,42.33420561,Liquidambar styraciflua,,DC
1634,14527,White Fir,DIXFIELD ST,57,Worcester,Spring 2011,7/2/2015,Back Yard,Single-Family,1.32,,0,,9.833333333,4.333333333,Alive,NA,2,Good,  ,,BY,SFR-A,3.2,54,0,0,13.8,9.5,Alive,N,2,Good,Completely dead in the back,AP KS JA,6/20/2023,apai_clarku,0,0,1,175502.9262,898229.7906,-71.79724769,42.33417573,Abies concolor,,DC
1640,14535,White Fir,DIXFIELD ST,57,Worcester,Spring 2011,7/2/2015,Back Yard,Single-Family,1.54,,0,,8.166666667,5.75,Alive,NA,3,Good,  ,,BY,SFR-A,3.9,0,0,0,21.5,9,Alive,N,2,Fair,Looking weak; Completely dead in the back,AP KS JA,6/20/2023,apai_clarku,0,0,1,175502.1437,898232.157,-71.79725729,42.33419701,Abies concolor,,DC
2183,1053367,Colorado Spruce,TYSON RD,21,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,4.1,54,0,0,15.4,11,Alive,N,1,Good,,KSCKANNG,6/22/2023,NGeron_clarku,0,0,1,176426.6672,898234.7907,-71.7860393,42.33424918,Picea pungens,,NT
1635,14528,White Fir,DIXFIELD ST,57,Worcester,Spring 2011,7/2/2015,Back Yard,Single-Family,1.95,,0,,11,5.791666667,Alive,NA,1,Good,  ,,BY,SFR-A,4.2,46,0,0,16.8,10.5,Alive,N,2,Fair,Looks a little weak; Completely dead in the back,AP KS JA,6/20/2023,apai_clarku,0,0,1,175502.946,898235.4633,-71.79724769,42.3342268,Abies concolor,,DC
1155,12874,Colorado Spruce,TYSON RD,21,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,3.5,31,0,0,10.3,10,Alive,N,1,Good,,AN KS NG CK,6/22/2023,ANelson_clarku,0,0,1,176425.9259,898236.9985,-71.78604839,42.33426903,Picea pungens,,DC
1636,14529,White Fir,DIXFIELD ST,57,Worcester,Spring 2011,7/2/2015,Back Yard,Single-Family,1.69,,1.2,,7,5.291666667,Alive,NA,1,Good,  ,,BY,SFR-A,0,0,0,0,10,0,Standing Dead,N,,,,,6/20/2023,apai_clarku,0,0,1,175504.6994,898239.3967,-71.79722659,42.33426227,Abies concolor,,DC
404,2526,Dawn Redwood,KENNEBEC ST,23,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,,JATHRC,6/22/2023,racolon_clarku,0,0,1,175776.1191,898239.7439,-71.79393321,42.33427386,Metasequoia glyptostroboides,,DC
2081,1052908,Blackgum,PENOBSCOT ST,2,Worcester,Spring 2012,7/2/2015,Front Yard,Single-Family,0.5,,0,,5.583333333,3.791666667,Alive,NA,1,Fair," Too new (probably replanted by owner), bending ",,BY,SFR-A,2.8,0,0,0,11.5,11,Alive,N,1,Good,"Bottom branches cut off, looks good",AP KS JA,6/20/2023,apai_clarku,1,0,0,175554.7911,898240.9462,-71.79661884,42.33427778,Nyssa sylvatica,,CP
1637,14532,Sweetgum,DIXFIELD ST,57,Worcester,Spring 2011,7/2/2015,Back Yard,Single-Family,1.11,,0,,9.5,4.166666667,Alive,NA,2,Fair,  ,,BY,SFR-A,3.3,54,0,0,23.5,13.5,Alive,N,2,Good,Overgrown by the oak next to,AP KS JA,6/20/2023,apai_clarku,1,0,0,175510.8758,898241.7388,-71.79715174,42.33428354,Liquidambar styraciflua,,DC
2023,18017,Sweetgum,TYSON RD,9,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,6.9,54,0,0,35.1,27,Alive,N,1,Good,,AN KS NG CK,6/22/2023,ANelson_clarku,1,0,0,176509.3461,898242.4213,-71.78503639,42.33432037,Liquidambar styraciflua,,DC
1159,12878,White Fir,TYSON RD,21,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,0,0,0,0,0,0,Removed,N,,,,AN KS NG CK,6/22/2023,ANelson_clarku,0,0,1,176427.9219,898242.729,-71.7860244,42.33432068,Abies concolor,,DC
1632,14525,White Fir,DIXFIELD ST,57,Worcester,Spring 2011,7/2/2015,Back Yard,Single-Family,2.07,,0,,11.33333333,5.8125,Alive,NA,1,Good,  ,,BY,SFR-A,5.6,54,0,0,31,10,Alive,N,2,Fair,Bottom branches kind of dead,AP KS JA,6/20/2023,apai_clarku,0,0,1,175507.4024,898243.4843,-71.79719396,42.33429915,Abies concolor,,DC
2086,1052915,Balsam Fir,PENOBSCOT ST,2,Worcester,Spring 2012,7/2/2015,Back Yard,Single-Family,1.5,,0,,8,4.28125,Alive,NA,1,Good,  ,,BY,SFR-A,3.1,54,0,0,12,5.5,Alive,N,1,Fair,Lots of branches cut off until abt 6 feet,AP KS JA,6/20/2023,apai_clarku,0,0,1,175573.852,898244.6241,-71.79638771,42.33431149,Abies balsamea,,CP
2184,1053368,Colorado Spruce,TYSON RD,21,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,5,54,0,0,15,12,Alive,N,1,Good,Overgrown with bittersweet,AN KS NG CK,6/22/2023,ANelson_clarku,0,0,1,176427.9679,898245.8849,-71.78602397,42.3343491,Picea pungens,,NT
2079,1052905,Blackgum,PENOBSCOT ST,2,Worcester,Spring 2012,7/2/2015,Front Yard,Single-Family,0.4,,0,,5.416666667,3.791666667,Alive,NA,1,Good, Too new (probably replanted by owner) ,,BY,SFR-A,1.7,54,1.4,54,10.6,9.5,Alive,Y,1,Fair,"Codominant stem, fungus on leaves",AP KS JA,6/20/2023,apai_clarku,1,0,0,175550.7847,898246.1968,-71.79666768,42.33432493,Nyssa sylvatica,,CP
1638,14533,Sweetgum,DIXFIELD ST,57,Worcester,Spring 2011,7/2/2015,Back Yard,Single-Family,0,,0,,0,0,Removed,NA,,,  ,,SY,SFR-A,0,0,0,0,0,0,Removed,N,,,,AP KS JA,6/20/2023,apai_clarku,1,0,0,175516.9033,898246.7603,-71.79707882,42.33432894,Liquidambar styraciflua,,DC
1641,14536,White Fir,DIXFIELD ST,57,Worcester,Spring 2011,7/2/2015,Back Yard,Single-Family,1.68,,0,,12.33333333,6.375,Alive,NA,1,Good,  ,,BY,SFR-A,4.2,54,0,0,28.6,8,Alive,N,3,Fair,Bottom half is pretty dead,AP KS JA,6/20/2023,apai_clarku,0,0,1,175510.7374,898247.4121,-71.79715366,42.33433462,Abies concolor,,DC
1156,12875,Colorado Spruce,TYSON RD,21,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,6.4,54,0,0,16.7,11.5,Alive,N,1,Good,,KS AN CK NG,6/22/2023,KSmart_clarku,0,0,1,176428.6522,898247.5441,-71.78601574,42.33436405,Picea pungens,,DC
2090,1052930,Balsam Fir,PENOBSCOT ST,2,Worcester,Spring 2012,7/2/2015,Back Yard,Single-Family,1.19,,0,,8.166666667,4.083333333,Alive,NA,1,Good,  ,,BY,SFR-A,0,0,0,0,0,0,Removed,N,,,,AN JA CK,7/6/2023,ANelson_clarku,0,0,1,175572.2826,898247.6682,-71.79640688,42.33433885,Abies balsamea,,CP
1639,14534,Kousa Dogwood,DIXFIELD ST,57,Worcester,Spring 2011,7/2/2015,Back Yard,Single-Family,1.15,,0,,11,6.041666667,Alive,NA,1,Good,  ,,SY,SFR-A,3,54,1.5,54,15,15,Alive,N,1,Good,Codominant stems,AP KS JA,6/20/2023,apai_clarku,0,1,0,175517.7371,898248.4875,-71.79706877,42.33434452,Cornus kousa,,DC
1158,12877,White Fir,TYSON RD,21,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,0,0,0,0,0,0,Removed,N,,,,AN KS NG CK,6/22/2023,ANelson_clarku,0,0,1,176430.0145,898252.494,-71.78599941,42.33440866,Abies concolor,,DC
2178,1053312,Pin Oak,TYSON RD,19,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,6.2,54,0,0,29.6,19,Alive,N,1,Good,,AN KS CK,6/22/2023,ANelson_clarku,1,0,0,176444.2115,898278.5896,-71.7858282,42.33464402,Quercus palustris,,LC
2028,18022,Cherry,TYSON RD,9,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,8.4,32,0,0,15.6,22.5,Alive,N,1,Good,,AN KS NG CK,6/22/2023,ANelson_clarku,0,1,0,176540.278,898289.6841,-71.78466298,42.33474679,Prunus spp.,,DC
407,2529,Sargent Cherry,KENNEBEC ST,26,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-A,6.6,41,0,0,16.8,12,Alive,N,3,Fair,,JATHRC,6/22/2023,racolon_clarku,0,1,0,175791.575,898289.9646,-71.79374777,42.33472646,Prunus sargentii,,KB
1160,12879,White Fir,TYSON RD,21,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,0,0,0,0,0,0,Removed,N,,,,AN KS CK,6/22/2023,ANelson_clarku,0,0,1,176431.4728,898292.1906,-71.78598333,42.33476608,Abies concolor,,DC
2026,18020,Hornbeam,TYSON RD,9,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,3.3,11,0,0,9.8,15,Alive,N,1,Good,,AN KS NG CK,6/22/2023,ANelson_clarku,1,0,0,176517.5743,898292.819,-71.7849386,42.33477433,Carpinus betulus,,DC
1157,12876,Colorado Spruce,TYSON RD,21,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,0,0,0,0,0,0,Removed,N,,,,AN KS NG CK,6/22/2023,ANelson_clarku,0,0,1,176432.9433,898297.2386,-71.78596569,42.33481157,Picea pungens,,DC
2187,1053371,White Fir,TYSON RD,21,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,7.6,54,0,0,23,14.5,Alive,N,1,Good,Over grown with vines,AN KS NG CK,6/22/2023,ANelson_clarku,0,0,1,176435.2662,898300.7927,-71.78593765,42.33484364,Abies concolor,,NT
405,2527,Japanese Tree Lilac,KENNEBEC ST,26,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-A,5.9,54,0,0,21,15.5,Alive,N,1,Good,,JATH,6/22/2023,racolon_clarku,0,1,0,175795.9733,898301.7083,-71.79369489,42.33483233,Syringa reticulata,,KB
406,2528,Pin Oak,KENNEBEC ST,26,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-A,5.3,54,0,0,18.4,22,Alive,N,1,Good,,JATHRC,6/22/2023,racolon_clarku,1,0,0,175803.2896,898307.501,-71.79360636,42.3348847,Quercus palustris,,KB
921,11051,Japanese Tree Lilac,TYSON RD,19,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,4,54,0,0,17.4,11.5,Alive,N,1,Good,,AN KS CK,6/22/2023,ANelson_clarku,0,1,0,176461.8278,898308.6106,-71.78561567,42.33491482,Syringa reticulata,,LC/MW
920,11050,Japanese Tree Lilac,TYSON RD,19,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,4.8,54,0,0,19.6,12.5,Alive,N,1,Good,,AN KS CK,6/22/2023,ANelson_clarku,0,1,0,176454.262,898312.421,-71.78570763,42.3349489,Syringa reticulata,,LC/MW
2321,1054150,Fraser Fir,TYSON RD,39,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,0,0,0,0,0,0,Removed,N,,,,AN KS CK,6/22/2023,ANelson_clarku,0,0,1,176244.1837,898324.0508,-71.7882572,42.33504724,Abies fraseri,,NT
2322,1054151,Fraser Fir,TYSON RD,39,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,0,0,0,0,0,0,Removed,N,,,,AN KS CK,6/22/2023,ANelson_clarku,0,0,1,176247.3209,898333.7647,-71.78821954,42.33513478,Abies fraseri,,NT
2016,18010,American Arborvitae,TYSON RD,14,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,4.3,54,2.7,54,17.1,8,Alive,N,1,Good,,AN KS CK,6/22/2023,ANelson_clarku,0,0,1,176521.9982,898336.412,-71.78488668,42.33516693,Thuja occidentalis,,NT
2323,1054152,Zelkova,TYSON RD,39,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,0,0,0,0,0,0,Removed,N,,,,AN KS CK,6/22/2023,ANelson_clarku,1,0,0,176246.5734,898338.4869,-71.7882288,42.33517727,Zelkova serrata,,NT
2320,1054149,White Fir,TYSON RD,39,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,0,0,0,0,0,0,Removed,N,,,,AN KS CK,6/22/2023,ANelson_clarku,0,0,1,176229.0782,898339.0665,-71.78844111,42.33518196,Abies concolor,,NT
2022,18016,American Arborvitae,TYSON RD,14,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,4.3,54,2.7,54,17.1,8,Alive,N,1,Good,,AN KS CK,6/22/2023,ANelson_clarku,0,0,1,176522.4771,898340.6858,-71.78488104,42.33520541,Thuja occidentalis,,NT
2020,18014,American Arborvitae,TYSON RD,14,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,4.3,54,2.7,54,17.1,8,Alive,N,1,Good,,AN KS CK,6/22/2023,ANelson_clarku,0,0,1,176525.3898,898343.0157,-71.78484579,42.33522648,Thuja occidentalis,,NT
2019,18013,American Arborvitae,TYSON RD,14,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,4.3,54,2.7,54,17.1,8,Alive,N,1,Good,,AN KS CK,6/22/2023,ANelson_clarku,0,0,1,176523.9527,898347.0081,-71.7848634,42.33526238,Thuja occidentalis,,NT
2319,1054148,White Fir,TYSON RD,39,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,0,0,0,0,0,0,Removed,N,,,,AN KS CK,6/22/2023,ANelson_clarku,0,0,1,176230.5417,898347.2157,-71.78842369,42.33525537,Abies concolor,,NT
