OBJECTID,ID,SPECIES,STREET,HOUSE_NUMBER,TOWN,SEASON_PLANTED,ObservationDate_baseline,SiteType_baseline,LandUse_baseline,DBH_baseline,DBH_Height_baseline,DBH2_baseline,DBH2_Height_baseline,Height_baseline,Width_baseline,Mortality_baseline,BasalSprouts_baseline,Vigor_baseline,Condition_baseline,Comments_baseline,NOTES_baseline,SiteType_2023,LandUse_2023,DBH_2023,DBH_Height_2023,DBH2_2023,DBH2_Height_2023,Height_2023,Width_2023,Mortality_2023,BasalSprouts_2023,Vigor_2023,Condition_2023,Comments_2023,Crew_Initials_2023,EditDate,Editor,SHADE,ORNAMENTAL,EVERGREEN,LONGITUDE,LATITUDE,POINT_X,POINT_Y,Scientific.Name
1871,16319,American Arborvitae,MOUNT AVE,7,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Unknown,0,0,,,RC TH NG,6/13/2023,THonnef_clarku,0,0,1,175137.3591,895663.3583,-71.80157335,42.3110591,Thuja occidentalis
1872,16320,American Arborvitae,MOUNT AVE,7,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Unknown,0,0,,,RC TH NG,6/13/2023,THonnef_clarku,0,0,1,175138.9878,895655.9906,-71.80155328,42.31099282,Thuja occidentalis
1873,16329,Dawn Redwood,MOUNTAIN ST EAST,20,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,1.9,0,0,0,11.7,11,Alive,0,1,Good,,CB AN RC,6/20/2023,CBate_clarku,0,0,1,175985.4367,896985.6833,-71.79134139,42.32299028,Metasequoia glyptostroboides
1874,16331,Dawn Redwood,MOUNTAIN ST EAST,20,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,4.6,0,0,0,19.6,15.5,Alive,0,1,Good,,CB AN RC,6/20/2023,CBate_clarku,0,0,1,175994.1626,896993.6269,-71.79123586,42.32306206,Metasequoia glyptostroboides
1875,16332,Blackgum,MOUNTAIN ST EAST,20,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CB AN RC,6/20/2023,CBate_clarku,1,0,0,175948.8774,896978.5282,-71.79178462,42.32292474,Nyssa sylvatica
1876,16333,Blackgum,MOUNTAIN ST EAST,20,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,,6/20/2023,CBate_clarku,1,0,0,175961.0399,896973.9799,-71.79163688,42.32288416,Nyssa sylvatica
1877,16334,Honeylocust,MOUNTAIN ST EAST,20,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,  ,,FY,SFR-D,8.6,50,0,0,26.5,32,Alive,0,1,Good,,CB AN RC,6/20/2023,CBate_clarku,1,0,0,175972.8988,896982.2594,-71.79149336,42.32295907,Gleditsia
1878,16337,Snow Goose Cherry,MOUNTAIN ST EAST,40,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,6.1,54,5.2,54,22.5,25,Alive,0,2,Good,,AN CK NG,6/20/2023,ANelson_clarku,0,1,0,176119.2202,896884.5664,-71.7897142,42.32208404,prunus serrulata
1879,16338,Snow Goose Cherry,MOUNTAIN ST EAST,48,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,14.6,36,0,0,24,26,Alive,1,1,Good,,AN CK NG,6/20/2023,ANelson_clarku,0,1,0,176126.3366,896888.5819,-71.78962803,42.32212041,prunus serrulata
1880,16406,Snow Goose Cherry,NORRBACK AVE,10,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,,6/26/2023,apai_clarku,0,1,0,175618.9936,897512.4073,-71.79580916,42.32772091,prunus serrulata
1881,16407,Snow Goose Cherry,NORRBACK AVE,10,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,NG AP,6/26/2023,apai_clarku,0,1,0,175615.4611,897510.4121,-71.79585193,42.32770284,prunus serrulata
1882,16408,Linden,NORRBACK AVE,23,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,9.4,33,0,0,23.7,21,Alive,0,1,Good,,NG AP,6/26/2023,apai_clarku,1,0,0,175691.4267,897566.0799,-71.7949326,42.32820637,Tilia
1883,16568,Sweetgum,PARK VILLA AVE,11,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-A,0,0,0,0,0,0,Removed,0,0,,,JATHRC,6/22/2023,racolon_clarku,1,0,0,175533.2776,897651.4271,-71.79685499,42.3289698,Liquidambar styraciflua
1884,16569,Sweetgum,PARK VILLA AVE,11,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-A,5.7,54,0,0,20.5,18,Alive,0,1,Good,,EC JA TH,6/22/2023,THonnef_clarku,1,0,0,175526.572,897664.286,-71.79693689,42.32908535,Liquidambar styraciflua
1885,16570,Japanese Stewartia,PARK VILLA AVE,11,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-A,4.5,23,0,0,15.5,14,Alive,0,1,Good,,JATHRC,6/22/2023,racolon_clarku,0,1,0,175551.2366,897659.0673,-71.79663742,42.32903914,Stewartia pseudocamellia
1886,16617,Fringetree,PAUL ST,19,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,2.9,39,0,0,8.6,12.5,Alive,0,1,Good,,AR NG TH,6/8/2023,THonnef_clarku,0,1,0,176050.4499,895652.2598,-71.79049757,42.31098771,Chionanthus virginicus
1887,16618,Cherry,PAUL ST,19,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,10.5,45,0,0,21,22,Alive,0,1,Fair,Cracking at base,AR NG TH,6/8/2023,THonnef_clarku,0,1,0,176026.8837,895643.6618,-71.79078306,42.31090958,Prunus
1888,16619,Cherry,PAUL ST,19,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,11.6,43,0,0,18.6,30,Alive,0,1,Poor,Bark cut out at base,AR NG TH,6/8/2023,THonnef_clarku,0,1,0,176025.1844,895630.9029,-71.79080315,42.31079466,Prunus
1889,16620,Japanese Tree Lilac,PAUL ST,19,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,7.4,50,0,0,15.9,20,Alive,0,1,Good,Cracking on trunk,AR NG TH,6/8/2023,THonnef_clarku,0,1,0,176025.8972,895638.1645,-71.7907948,42.31086006,Syringa reticulata
1890,16623,Sargent Cherry,PENOBSCOT ST,28,Worcester,Spring 2011,7/2/2015,Front Yard,Single-Family,2.45,,0,,14.33333333,8.541666667,Alive,Y,1,Good, Excavated damage ,,FY,SFR-A,10.7,45,0,0,21,21.5,Alive,0,1,Fair,"Split bark, rot",AP KS JA,6/20/2023,apai_clarku,0,1,0,175699.2965,898371.1864,-71.79487089,42.33545482,Prunus sargentii
1891,16624,Sargent Cherry,PENOBSCOT ST,28,Worcester,Spring 2011,7/2/2015,Front Yard,Single-Family,2.2,,0,,15.33333333,6.708333333,Alive,,1,Good, Bending ,,SY,SFR-A,10.1,52,0,0,20.4,20.5,Alive,0,2,Fair,"Split bark, rot, trunk spongey in some spots",AP KS JA,6/20/2023,apai_clarku,0,1,0,175703.5083,898373.718,-71.79481989,42.33547774,Prunus sargentii
1892,16625,Sargent Cherry,PENOBSCOT ST,28,Worcester,Spring 2011,7/2/2015,Front Yard,Single-Family,3.2,,0,,15.5,9.3125,Alive,,1,Good, Insect damage on leaves ,,SY,SFR-A,11.6,43,0,0,23.5,23,Alive,0,2,Fair,"Trunk is split a little, some fungal/rot",AP JA KS,6/20/2023,apai_clarku,0,1,0,175708.5265,898372.1277,-71.79475893,42.33546358,Prunus sargentii
1893,16629,Sargent Cherry,PERSHING ST,5,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,6.1,43,0,0,27.4,18.5,Alive,0,1,Good,,CK JA TH,6/26/2023,THonnef_clarku,0,1,0,176465.7105,896617.3046,-71.78549986,42.31968846,Prunus sargentii
1894,16630,White Fir,PERSHING ST,8,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,6.1,54,0,0,29,9.5,Alive,0,1,Good,,CK JA TH,6/26/2023,THonnef_clarku,0,0,1,176462.6348,896684.9579,-71.78553992,42.32029743,Abies concolor
1895,16631,American Arborvitae,PERSHING ST,8,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,3.2,54,3,54,25,6.5,Alive,0,1,Good,,CK JA TH,6/26/2023,THonnef_clarku,0,0,1,176458.4477,896685.0736,-71.78559072,42.32029835,Thuja occidentalis
1896,16632,American Arborvitae,PERSHING ST,8,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,2.3,54,2,54,21,7,Alive,0,1,Good,,CK JA TH,6/26/2023,THonnef_clarku,0,0,1,176446.2957,896686.1692,-71.78573818,42.32030785,Thuja occidentalis
1897,16633,American Arborvitae,PERSHING ST,8,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,4.1,54,1.8,54,26.5,9,Alive,0,1,Good,,CK JA TH,6/26/2023,THonnef_clarku,0,0,1,176445.7471,896687.3598,-71.78574489,42.32031855,Thuja occidentalis
1898,16635,American Arborvitae,PERSHING ST,8,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,5.1,54,3.4,54,17.8,8,Alive,0,1,Good,,CK JA TH,6/26/2023,THonnef_clarku,0,0,1,176439.1438,896663.5038,-71.78582402,42.32010358,Thuja occidentalis
1899,16636,American Arborvitae,PERSHING ST,8,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,2.1,54,2.3,54,21,6.5,Alive,0,1,Good,,CK JA TH,6/26/2023,THonnef_clarku,0,0,1,176451.6669,896686.3214,-71.78567303,42.32030938,Thuja occidentalis
1900,16637,American Arborvitae,PERSHING ST,8,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CK JA TH,6/26/2023,THonnef_clarku,0,0,1,176440.5401,896666.9726,-71.78580723,42.32013485,Thuja occidentalis
1901,16638,American Arborvitae,PERSHING ST,8,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,2.8,54,2.4,54,14.8,8,Alive,0,1,Good,,CK JA TH,6/26/2023,THonnef_clarku,0,0,1,176437.6172,896660.2839,-71.78584241,42.32007454,Thuja occidentalis
1902,16639,American Arborvitae,PERSHING ST,8,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,3.4,54,4.6,54,20.8,8,Alive,0,1,Good,,CK JA TH,6/26/2023,THonnef_clarku,0,0,1,176438.7856,896662.1845,-71.78582832,42.32009169,Thuja occidentalis
1903,16640,American Arborvitae,PERSHING ST,8,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,2.8,54,5.2,54,18.5,8,Alive,0,1,Good,,CK JA TH,6/26/2023,THonnef_clarku,0,0,1,176439.6868,896665.1239,-71.7858175,42.32011818,Thuja occidentalis
1904,16641,American Arborvitae,PERSHING ST,8,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,2.8,54,5.2,54,19.6,8,Alive,0,1,Good,,CK JA TH,6/26/2023,THonnef_clarku,0,0,1,176439.1771,896665.0099,-71.78582368,42.32011714,Thuja occidentalis
1905,16685,Japanese Tree Lilac,POCASSET AVE,10,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,2.1,40,0,0,10.4,10,Alive,0,1,Good,No basal sprouts but maple growing on the ground around it,AP RC CK,6/13/2023,apai_clarku,0,1,0,176644.8005,895372.4969,-71.78327714,42.30848705,Syringa reticulata
1906,16686,Kousa Dogwood,POCASSET AVE,10,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,14.2,0,Alive,0,1,Good,,CBARRC,7/6/2023,racolon_clarku,0,1,0,176641.8839,895359.4453,-71.78331199,42.30836946,Cornus kousa
1907,16687,Sargent Cherry,POCASSET AVE,10,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Unknown,0,0,,b'66656e63652c2063616e89dbaa742073656520696e746f2079617264',CB RC AR,7/6/2023,CBate_clarku,0,1,0,176621.5821,895360.3318,-71.78355827,42.30837683,Prunus sargentii
1908,16688,Sargent Cherry,POCASSET AVE,10,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Unknown,0,0,,Dog in back with fence,RC AR CB,7/6/2023,ARichmondCrosset_clarku,0,1,0,176624.3843,895355.4998,-71.78352409,42.30833342,Prunus sargentii
1909,16765,White Fir,PURCHASE ST,40,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,21.9,0,Alive,0,1,Good,,CB RC CK,6/15/2023,CBate_clarku,0,0,1,176444.4272,895553.6122,-71.78571483,42.31011158,Abies concolor
1910,16766,Kousa Dogwood,PURCHASE ST,40,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,13.7,0,Alive,0,1,Good,,CB RC CK,6/15/2023,CBate_clarku,0,1,0,176465.0436,895557.2032,-71.78546491,42.31014453,Cornus kousa
1911,16767,Japanese Stewartia,QUINAPOXET LN,141,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CK JA TH,6/26/2023,THonnef_clarku,0,1,0,176581.838,896337.3926,-71.78407979,42.31717195,Stewartia pseudocamellia
1912,16769,Dawn Redwood,RANDALL ST,10,Worcester,Spring 2011,6/17/2014,Front Yard,Multi-family,0,0,0,0,0,0,Removed/Missing,N,0,0,  ,,FY,MFR,0,0,0,0,0,0,Removed,0,0,,,CK RC AN,6/8/2023,CKluchman_clarku,0,0,1,175495.7121,895691.3209,-71.7972279,42.31132217,Metasequoia glyptostroboides
1913,16770,Dawn Redwood,RANDALL ST,10,Worcester,Spring 2011,6/17/2014,Front Yard,Multi-family,0,0,0,0,0,0,Removed/Missing,N,0,0,  ,,FY,MFR,0,0,0,0,0,0,Removed,0,0,,,CK AN RC,6/8/2023,CKluchman_clarku,0,0,1,175510.3259,895687.4466,-71.79705047,42.31128774,Metasequoia glyptostroboides
1914,16771,Hophornbeam,RANDALL ST,101,Worcester,Spring 2011,6/18/2015,Back Yard,Single Family,0.73,4.5,0,,11.5,5.708333333,Alive,N,1,Good,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AN NG,6/12/2023,ANelson_clarku,1,0,0,175903.9363,895875.437,-71.79228398,42.31299243,Ostrya
1915,16772,Hophornbeam,RANDALL ST,101,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AN NG,6/12/2023,ANelson_clarku,1,0,0,175896.3654,895871.9178,-71.79237567,42.31296051,Ostrya
1916,16773,Japanese Tree Lilac,RANDALL ST,119,Worcester,Spring 2011,6/18/2015,Back Yard,Single-Family,2.48,4.5,0,,13.66666667,7.541666667,Alive,No,1,Good,  ,,BY,SFR-D,4,0,1.3,54,22.2,18,Alive,0,1,Good,GPS point flipped with dogwood next to it,AR TH NG,6/8/2023,THonnef_clarku,0,1,0,175981.1778,895897.6609,-71.79134797,42.31319489,Syringa reticulata
1917,16774,Kousa Dogwood,RANDALL ST,119,Worcester,Spring 2011,6/18/2015,Back Yard,Single-Family,1.3,4.5,0,,10.5,9.625,Alive,No,1,Good,  ,,BY,SFR-D,3,37,2.3,37,10.3,12.5,Alive,0,1,Good,GPS point Flipped with Japanese tree lilac next to it,AR TH NG,6/8/2023,THonnef_clarku,0,1,0,175972.9065,895895.5054,-71.79144821,42.31317523,Cornus kousa
1918,16775,Juniper,RANDALL ST,136,Worcester,Spring 2011,6/18/2015,Back Yard,Single-Family,1,4.5,0,,6.25,3.083333333,Alive,No,1,Good,  ,,BY,SFR-D,5.8,54,0,0,19.6,14,Alive,0,1,Good,,AR TH NG,6/8/2023,THonnef_clarku,0,0,1,176055.2156,895862.0176,-71.79044843,42.31287627,Juniperus
1919,16776,Serviceberry,RANDALL ST,136,Worcester,Spring 2011,6/18/2015,Back Yard,Single-Family,3.92,4.25,0,,15.83333333,12,Alive,No,1,Good,  ,,BY,SFR-D,3.6,46,4.4,46,12.5,22,Alive,0,1,Good,,AR TH NG,6/8/2023,THonnef_clarku,0,1,0,176057.0437,895867.3698,-71.79042648,42.31292451,Amelanchier
1920,16777,Littleleaf Linden,RANDALL ST,25,Worcester,Spring 2011,7/18/2015,Back yard,Multi-family,2.13,,0,,14.33333333,8.25,Alive,N,1,Good, Leaf eaten by bugs. Aphids on trunk ,,BY,MFR,9.5,54,0,0,31.7,21.5,Alive,0,1,Good,,CK AN RC,6/8/2023,CKluchman_clarku,1,0,0,175559.7401,895722.4606,-71.79645258,42.31160452,Tilia cordata
1921,16778,White Fir,RANDALL ST,25,Worcester,Spring 2011,6/17/2014,Back Yard,Multi-family,0,0,0,0,0,0,Removed/Missing,N,0,0,  ,,BY,MFR,0,0,0,0,0,0,Removed,0,0,,,,6/8/2023,CKluchman_clarku,0,0,1,175556.9953,895744.2538,-71.79648679,42.31180063,Abies concolor
1922,16780,Linden,RANDALL ST,62,Worcester,Spring 2011,7/18/2015,Back yard,Single-family,3,,0,,19.41666667,8.833333333,Alive,Y,1,Good, one next to fence ,,BY,SFR-D,9.4,54,0,0,33.8,32,Alive,0,1,Good,,AN NG,6/12/2023,ANelson_clarku,1,0,0,175760.5437,895755.5075,-71.7940183,42.31190829,Tilia
1923,16781,Linden,RANDALL ST,62,Worcester,Spring 2011,7/18/2015,Back yard,Single-family,3.2,,0,,17,9.5,Alive,Y,1,Good," Middle of yard, large basal sprout ",,BY,SFR-D,9.1,54,0,0,33.1,25,Alive,0,1,Good,,AN NG,6/12/2023,ANelson_clarku,1,0,0,175768.1256,895755.1249,-71.79392631,42.31190508,Tilia
1924,16782,Carolina Silverbell,RANDALL ST,66,Worcester,Spring 2011,7/18/2015,Back yard,Single-family,1.42,,0,,12,7.25,Alive,N,1,Good,  ,,BY,SFR-D,4.5,54,0,0,22.1,15.5,Alive,0,1,Good,Tree was strapped upright with stakes,AN NG,6/12/2023,ANelson_clarku,0,1,0,175776.943,895760.36,-71.79381958,42.31195248,Halesia carolina
1925,16783,Kousa Dogwood,RANDALL ST,66,Worcester,Spring 2011,7/18/2015,Back Yard,Single Family,1.75,2.8,1,2.8,11.5,6.75,Alive,N,1,Good,"  Hard to find, in backyard closer to neighbor",,BY,SFR-D,4.4,17,0,0,15.8,10.5,Alive,0,1,Good,Tree strapped to stay more upright,AN NG,6/12/2023,ANelson_clarku,0,1,0,175774.3557,895765.5394,-71.79385118,42.31199903,Cornus kousa
1926,16785,Tulip,RANDALL ST,69,Worcester,Spring 2011,7/18/2015,,,0,,0,,0,0,Removed/Missing,,,,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CBARRC,7/6/2023,racolon_clarku,1,0,0,175773.2536,895835.1677,-71.79386746,42.31262585,Liriodendron
1927,16786,Tulip,RANDALL ST,75,Worcester,Spring 2011,7/18/2015,Back yard,Single-family,2.88,,0,,19.41666667,7.333333333,Alive,N,1,Good,  ,,BY,SFR-D,11,54,0,0,37.1,23.5,Alive,0,1,Good,,AN NG,6/12/2023,ANelson_clarku,1,0,0,175809.127,895837.5658,-71.79343242,42.31264855,Liriodendron
1928,16787,Tulip,RANDALL ST,75,Worcester,Spring 2011,7/18/2015,Back yard,Single-family,3.21,,0,,22,6.916666667,Alive,N,1,Good, Moss on trunk ,,BY,SFR-D,8.8,54,0,0,34.3,26,Alive,0,1,Good,,AN NG,6/12/2023,ANelson_clarku,1,0,0,175832.9246,895849.102,-71.79314424,42.31275315,Liriodendron
1929,16788,Fringetree,RANDALL ST,75,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,,6/12/2023,ANelson_clarku,0,1,0,175832.0335,895826.6831,-71.79315412,42.31255128,Chionanthus virginicus
1930,16790,Juniper,RANDALL ST,87,Worcester,Spring 2011,7/18/2015,,,0,,0,,0,0,Removed/Missing,,,,  ,,FY,SFR-D,4.9,54,0,0,17.8,15,Alive,0,1,Good,"Plants growing on the inside, vines",AN NG,6/12/2023,ANelson_clarku,0,0,1,175846.6914,895829.1045,-71.79297642,42.31257354,Juniperus
1931,16791,Juniper,RANDALL ST,87,Worcester,Spring 2011,7/18/2015,,,0,,0,,0,0,Removed/Missing,,,,  ,,FY,SFR-D,6.1,54,0,0,20.1,7.5,Alive,0,1,Good,,AN NG,6/12/2023,ANelson_clarku,0,0,1,175850.7039,895830.7685,-71.79292782,42.31258864,Juniperus
1932,16793,American Arborvitae,RANDALL ST,87,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,3.8,54,0,0,14.1,8,Alive,0,1,Good,,AN NG,6/12/2023,ANelson_clarku,0,0,1,175864.9575,895854.8178,-71.79275593,42.3128056,Thuja occidentalis
1933,16794,American Arborvitae,RANDALL ST,87,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,4.5,54,1.3,54,14.4,8,Alive,0,1,Good,"We found 8 arborvitae, measured the first 6",AN NG,6/12/2023,ANelson_clarku,0,0,1,175867.5943,895846.5743,-71.7927236,42.31273146,Thuja occidentalis
1934,16795,American Arborvitae,RANDALL ST,87,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,2.8,54,1.5,54,14.1,4,Alive,0,1,Good,,AN NG,6/12/2023,ANelson_clarku,0,0,1,175866.3684,895848.0804,-71.79273853,42.31274498,Thuja occidentalis
1935,16796,American Arborvitae,RANDALL ST,87,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,3.1,54,1.8,54,14.1,8,Alive,0,1,Good,,AN NG,6/12/2023,ANelson_clarku,0,0,1,175862.8962,895856.0669,-71.79278098,42.31281678,Thuja occidentalis
1936,16797,American Arborvitae,RANDALL ST,87,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,3.2,25,3.4,25,14.1,8,Alive,0,1,Good,,AN NG,6/12/2023,ANelson_clarku,0,0,1,175866.09,895853.4108,-71.79274213,42.31279296,Thuja occidentalis
1937,16798,American Arborvitae,RANDALL ST,87,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,2.9,54,1.9,54,14.1,8,Alive,0,1,Good,,AN NG,6/12/2023,ANelson_clarku,0,0,1,175864.988,895850.0396,-71.79275536,42.31276258,Thuja occidentalis
1938,16800,White Pine,RANDOLPH RD,51,Worcester,Spring 2011,6/25/2015,Back Yard,Single-Family,2.7,,0,,10,8,Alive,,1,Good,  ,,BY,SFR-D,9.5,54,0,0,0,0,Alive,0,1,Good,,AP NG,6/26/2023,apai_clarku,0,0,1,175813.2934,894178.4179,-71.79331268,42.29771165,Pinus strobus
1939,16801,White Pine,RANDOLPH RD,51,Worcester,Spring 2011,6/25/2015,Back Yard,Single-Family,1.7,,0,,12,6.625,Alive,,1,Good,Leaves slrightly brown  ,,BY,SFR-D,9.5,54,0,0,0,0,Alive,0,1,Good,,AP NG,6/26/2023,apai_clarku,0,0,1,175811.437,894182.6971,-71.79333537,42.29775011,Pinus strobus
1940,16802,White Pine,RANDOLPH RD,51,Worcester,Spring 2011,6/25/2015,Back Yard,Single-Family,1.4,,0,,11,7.708333333,Alive,,1,Good,Lot of vegetation around tree Dieback on the top ,,BY,SFR-D,4,54,0,0,0,0,Standing Dead,0,0,,,AP NG,6/26/2023,apai_clarku,0,0,1,175820.8321,894163.6239,-71.79322064,42.29757869,Pinus strobus
1941,16803,White Pine,RANDOLPH RD,51,Worcester,Spring 2011,6/25/2015,Back Yard,Single-Family,1.4,,0,,11.5,8.375,Alive,,1,Good,Very few brown needles  ,,BY,SFR-D,7,54,0,0,0,0,Alive,0,1,Good,,AP NG,6/26/2023,apai_clarku,0,0,1,175814.9556,894173.8104,-71.79329233,42.29767021,Pinus strobus
1942,16805,White Pine,RANDOLPH RD,51,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,3,54,6,54,0,0,Alive,0,1,Good,,AP NG,6/26/2023,apai_clarku,0,0,1,175821.0556,894186.6638,-71.79321889,42.29778612,Pinus strobus
1943,16807,Serviceberry,RANDOLPH RD,51,Worcester,Spring 2011,6/25/2015,Front Yard,Single-Family,0.8,,0.6,,7,5.083333333,Alive,,1,Good,  ,,SY,SFR-D,2,54,0,0,0,0,Alive,0,1,Good,,AP NG,6/26/2023,apai_clarku,0,1,0,175841.9203,894206.2362,-71.79296668,42.29796297,Amelanchier
1944,16808,White Fir,RANDOLPH RD,51,Worcester,Spring 2011,6/25/2015,,Single-Family,0,,0,,0,0,Removed/Missing,,,,  ,,SY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AP NG,6/26/2023,apai_clarku,0,0,1,175841.7301,894202.4779,-71.79296883,42.29792913,Abies concolor
