OBJECTID,ID,OID_,SPECIES,STREET,HOUSE_NUMBER,TOWN,SEASON_PLANTED,Observation_Date_baseline,SiteType_baseline,LandUse_baseline,DBH_baseline,DBH_Height_baseline,DBH2_baseline,DBH2_Height_baseline,Height_baseline,Width_baseline,Mortality_baseline,BasalSprouts_baseline,Vigor_baseline,Condition_baseline,Comments_1,Comments_2,Comments_3,NOTES,SiteType_2023,LandUse_2023,DBH_2023,DBH_Height_2023,DBH2_2023,DBH2_Height_2023,Height_2023,Width_2023,Mortality_2023,BasalSprouts_2023,Vigor_2023,Condition_2023,Comments_2023,Crew_Initials,SHADE,ORNAMENTAL,EVERGREEN,EditDate,Editor,x,y,Scientific.Name
1699,14690,2956,Dawn Redwood,FALES ST,44,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,8.7,54,0,0,35,20,Alive,0,1,Good,Hidden,"AR, NG, TH",0,0,1,6/8/2023,THonnef_clarku,,,Metasequoia glyptostroboides
1700,14691,3010,Dawn Redwood,FALES ST,44,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,4.9,54,0,0,20.2,20,Alive,0,1,Good,,"AR, NG, TH",0,0,1,6/8/2023,THonnef_clarku,,,Metasequoia glyptostroboides
1701,14692,3008,Dawn Redwood,FALES ST,44,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,9.3,54,0,0,3,25,Alive,0,1,Good,Hidden,"AR, NG, TH",0,0,1,6/8/2023,THonnef_clarku,,,Metasequoia glyptostroboides
1702,14693,3009,Colorado Spruce,FALES ST,44,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,4.1,54,0,0,0,10,Alive,0,2,Fair,Hidden in back,"AR, NG, TH",0,0,1,6/8/2023,THonnef_clarku,,,Picea pungens
1703,14695,3012,Colorado Spruce,FALES ST,44,Worcester,Spring 2011,,Front Yard,Single-Family,3.45,,NA,,8.5,6.125,Alive,N,1-25 %,Good,,,"Tree - front yard, against the street, furthest to the right",,FY,SFR-D,10,54,0,0,30,14,Alive,0,1,Good,,"AR, NG, TH",0,0,1,6/8/2023,THonnef_clarku,,,Picea pungens
1704,14696,3013,Colorado Spruce,FALES ST,44,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,11.6,54,0,0,32.7,18,Alive,0,1,Good,,"AR, NG, TH",0,0,1,6/8/2023,THonnef_clarku,,,Picea pungens
1705,14697,3011,Colorado Spruce,FALES ST,44,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,8.1,54,0,0,18,13,Alive,0,1,Good,Lights hanging in tree,"AR, NG, TH",0,0,1,6/8/2023,THonnef_clarku,,,Picea pungens
1706,14698,2955,Cherry,FALES ST,44,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,,,,,BY,SFR-D,7.1,34,0,0,12,11,Alive,0,1,Good,Surrounded by many other plants,"AR, NG, TH",0,1,0,6/8/2023,THonnef_clarku,,,Prunus
1707,14699,2827,Japanese Tree Lilac,FALES ST,5,Worcester,Spring 2011,6/17/2014,Back Yard,Multi-family,0,0,0,0,0,0,Removed/Missing,N,0,0,,,,,BY,MFR,0,0,0,0,0,0,Removed,0,0,,,"CK, an, rc",0,1,0,6/8/2023,CKluchman_clarku,,,Syringa reticulata
1708,14700,2829,Red Oak,FALES ST,5,Worcester,Spring 2011,6/17/2014,Back Yard,Multi-family,0,0,0,0,0,0,Removed/Missing,N,0,0,,,,,BY,MFR,0,0,0,0,0,0,Removed,0,0,,,"CK, an, rc",1,0,0,6/8/2023,CKluchman_clarku,,,Quercus rubra
1709,14701,2830,Snow Goose Cherry,FALES ST,5,Worcester,Spring 2011,6/17/2014,Back Yard,Multi-family,0,0,0,0,0,0,Removed/Missing,N,0,0,,,,,BY,MFR,0,0,0,0,0,0,Removed,0,0,,,"CK, an, rc",0,1,0,6/8/2023,CKluchman_clarku,,,prunus serrulata
1710,14702,2826,Japanese Tree Lilac,FALES ST,5,Worcester,Spring 2011,6/17/2014,Back Yard,Multi-family,0,0,0,0,0,0,Removed/Missing,N,0,0,,,,,BY,MFR,0,0,0,0,0,0,Removed,0,0,,,"CK, an, rc",0,1,0,6/8/2023,CKluchman_clarku,,,Syringa reticulata
1711,14703,2824,Snow Goose Cherry,FALES ST,5,Worcester,Spring 2011,6/17/2014,Back Yard,Multi-family,0,0,0,0,0,0,Removed/Missing,N,0,0,,,,,BY,MFR,0,0,0,0,0,0,Removed,0,0,,,"CK, ac, rn",0,1,0,6/8/2023,CKluchman_clarku,,,prunus serrulata
1712,14720,3080,Colorado Spruce,FRANCIS ST,114,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,Flipped house,"AR, NG, AN",0,0,1,6/7/2023,ARichmondCrosset_clarku,,,Picea pungens
1713,14721,3082,Honeylocust,FRANCIS ST,114,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,Flipped house,"AR, NG, AN",1,0,0,6/7/2023,ARichmondCrosset_clarku,,,Gleditsia
1714,14722,2962,Colorado Spruce,FRANCIS ST,114,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,SFR-D,0,0,0,0,0,0,Removed,0,0,,Looks like house was bought and sold,"Ar, an, ng",0,0,1,6/7/2023,NGeron_clarku,,,Picea pungens
1715,14723,2958,Colorado Spruce,FRANCIS ST,114,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,SFR-D,0,0,0,0,0,0,Removed,0,0,,Looks like house was bought and sold,"Ar, an, ng",0,0,1,6/7/2023,NGeron_clarku,,,Picea pungens
1716,14728,2972,Colorado Spruce,FRANCIS ST,49,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,MFR,5.4,54,0,0,18.8,14.3,Alive,0,1,Good,nice tree,"CK, an, rc",0,0,1,6/8/2023,CKluchman_clarku,,,Picea pungens
1717,14730,2974,Colorado Spruce,FRANCIS ST,49,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,MFR,0,0,0,0,0,0,Removed,0,0,,,"CK, an, rc",0,0,1,6/8/2023,CKluchman_clarku,,,Picea pungens
1718,14732,2963,Sargent Cherry,FRANCIS ST,54,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,15.3,42,0,0,18.3,26.5,Alive,0,1,Fair,"split bark, rot","CK, an, rc",0,1,0,6/8/2023,CKluchman_clarku,,,Prunus sargentii
1719,14733,3073,Sourwood,FRANCIS ST,80,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"NG, TH, AR",1,0,0,6/8/2023,THonnef_clarku,,,Oxydendrum arboreum
1720,14734,3072,Sourwood,FRANCIS ST,80,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"NG, TH, AR",1,0,0,6/8/2023,THonnef_clarku,,,Oxydendrum arboreum
1721,14772,3165,Kousa Dogwood,GARRISON AVE,62,Worcester,Spring 2011,6/18/2015,Back Yard,Single Family,0.81,4.5,0,,10,7.5,Alive,N,1-25%,Good,,,,,BY,SFR-D,2.9,30,0,0,7.5,21,Alive,0,2,Good,Few flowers very shaded,"CK, JA, TH",0,1,0,6/26/2023,THonnef_clarku,,,Cornus kousa
1722,14773,3161,Kousa Dogwood,GARRISON AVE,62,Worcester,Spring 2011,6/18/2015,Back Yard,Single Family,0.64,4.5,0,,10,6.375,Alive,N,1-25%,Fair,,No flowers,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"CK, JA, TH",0,1,0,6/26/2023,THonnef_clarku,,,Cornus kousa
1723,14774,3160,Red Oak,GARRISON AVE,62,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,9.1,54,0,0,32.8,29,Alive,0,1,Good,,"CK, JA, TH",1,0,0,6/26/2023,THonnef_clarku,,,Quercus rubra
1724,14826,3265,Fringetree,GRANVILLE AVE,22,Worcester,Spring 2011,6/23/2015,Back Yard,Single-Family,0.68,,0.46,,7.5,6.125,Alive,No,1-25%,Good,,"Still in stakes, roped",,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,Missing,Cb rc ck,0,1,0,6/6/2023,THonnef_clarku,,,Chionanthus virginicus
1725,14827,3266,Kousa Dogwood,GRANVILLE AVE,22,Worcester,Spring 2011,6/23/2015,Back Yard,Single-Family,1.27,,0,,11.33333333,8.25,Alive,Yes,1-25%,Good,,"Leaning, still in stakes",,,BY,SFR-D,6.7,24,0,0,10,11.1,Alive,0,1,Good,,"CB, RC, CK",0,1,0,6/6/2023,THonnef_clarku,,,Cornus kousa
1726,14828,3274,Snow Goose Cherry,GRANVILLE AVE,47,Worcester,Spring 2011,6/23/2015,back yard,single family,4.8,3,NA,,27.5,26.16333333,Alive,N,1-25%,Good,,,,,BY,SFR-D,14.3,39,0,0,20.3,30,Alive,0,1,Good,,"KS, TH, NG",0,1,0,6/6/2023,THonnef_clarku,,,prunus serrulata
1727,14829,3273,Sweetgum,GRANVILLE AVE,47,Worcester,Spring 2011,6/23/2015,,,0,,0,,0,0,Removed/missing,,,,,,,,BY,SFR-D,9.6,54,0,0,30.1,22.5,Alive,0,1,Good,In backyard near fence for pool,"TH, KS, NG",1,0,0,6/6/2023,THonnef_clarku,,,Liquidambar styraciflua
1728,14830,3275,Cherry,GRANVILLE AVE,52,Worcester,Spring 2011,6/19/2015,Back yard,Single-family,3.15,,0,,15.33333333,9.8125,Alive,N,1-25%,Good,,Weed wacker damage,,,BY,SFR-D,5.1,48,0,0,16.7,16.7,Alive,0,1,Good,leaning heavily towards house,"cb, ck, a",0,1,0,6/6/2023,CBate_clarku,,,Prunus
1729,14834,3301,Cherry,GREENDALE AVE,13,Worcester,Spring 2011,6/24/2015,Back Yard,Multi-family,3.57,4.5,1.6,4.5,14.33333333,14.16666667,Alive,Y,1-25%,Good,,Bug eating leaves,,,BY,MFR,0,0,0,0,20.4,0,Alive,0,2,Good,b'576964746820616c6d6f73742073616d65206173206865696768742e20436f756c646e89dbaa742061636365737320746f206d6561737572652044424820262077696474682e',KS AP CK,0,1,0,6/7/2023,KSmart_clarku,,,Prunus
1730,14835,3302,Cherry,GREENDALE AVE,13,Worcester,Spring 2011,6/24/2015,Back Yard,Multi-family,5.56,4.43,0,,16.83333333,15.64583333,Alive,N,1-25%,Good,,Lack of pruning; weed wacker damage,,,BY,MFR,0,0,0,0,23.2,0,Alive,0,2,Good,b'476174652c20636f756c646e89dbaa742061636365737320746f2074616b652044424820262077696474682e20576964746820616c6d6f732073616d65206173206865696768742e',CK AP KS,0,1,0,6/7/2023,KSmart_clarku,,,Prunus
1731,14836,3299,Serviceberry,GREENDALE AVE,13,Worcester,Spring 2011,6/24/2015,Front yard,Multi-Familt,0.49,4.5,0,,8,7.875,Alive,N,1-25%,Good,,Leaves are curled over. Underwatered?,,,FY,MFR,2.1,54,1.2,54,11.6,15,Alive,1,1,Good,In front garden of triple decker,AP KS CK,0,1,0,6/7/2023,KSmart_clarku,,,Amelanchier
1732,14900,3511,Japanese Stewartia,HASTINGS RD,5,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Stump,0,0,,,"AP, RC, TH",0,1,0,6/21/2023,THonnef_clarku,,,Stewartia pseudocamellia
1733,14988,3646,Colorado Spruce,HILLCROFT AVE,132,Worcester,Spring 2011,6/19/2015,Back yard,Single-family,2.35,,0,,9.5,5.625,Alive,N,1-25%,Good,,,,,BY,SFR-D,5.5,54,0,0,14,9,Alive,0,1,Good,,"cb, ck, ar",0,0,1,6/6/2023,CBate_clarku,,,Picea pungens
1734,14991,3645,Tulip,HILLCROFT AVE,132,Worcester,Spring 2011,6/19/2015,Back yard,Single-family,1.7,,0,,13.33333333,6.208333333,Alive,N,1-25%,Good,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"cb, ck, ar",1,0,0,6/6/2023,CBate_clarku,,,Liriodendron
1735,14993,3644,Juniper,HILLCROFT AVE,132,Worcester,Spring 2011,6/19/2015,Back yard,Single-family,1.7,,0,,9,6.291666667,Alive,N,1-25%,Good,,Closer to fence,,,BY,SFR-D,0,0,0,0,0,0,Stump,0,0,,,"cb, ck, ar",0,0,1,6/6/2023,CBate_clarku,,,Juniperus
1736,14994,3643,Juniper,HILLCROFT AVE,132,Worcester,Spring 2011,6/19/2015,Back yard,Single-family,1.4,,0,,9.833333333,6.166666667,Alive,N,1-25%,Good,,"5' back from other tree, few yellow leaves",,,BY,SFR-D,0,0,0,0,0,0,Stump,0,0,,,"cb, ck, ar",0,0,1,6/6/2023,CBate_clarku,,,Juniperus
1737,14996,3635,Scarlet Oak,HILLCROFT AVE,9,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,4.7,54,0,0,26.4,16.5,Alive,0,1,Good,"rightmost oak, with back to house","CK, CB",1,0,0,6/12/2023,CKluchman_clarku,,,Quercus coccinea
1738,14997,3634,Littleleaf Linden,HILLCROFT AVE,9,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,3.4,45,0,0,13,16.75,Alive,0,1,Good,,"CK, CB",1,0,0,6/12/2023,CKluchman_clarku,,,Tilia cordata
1739,14998,3633,Sweetgum,HILLCROFT AVE,9,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"CK, CB",1,0,0,6/12/2023,CKluchman_clarku,,,Liquidambar styraciflua
1740,15271,3654,Sweetgum,HILMA ST,4,Worcester,Spring 2011,6/25/2015,Back Yard,Single-Family,1.67,,0,,13,1.916666667,Alive,Yes,51-75%,Fair,,"dying, weed whacker damage, see photo",,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,Dead,,AR KS AP NG,1,0,0,6/26/2023,ARichmondCrosset_clarku,,,Liquidambar styraciflua
1741,15272,3661,Snow Goose Cherry,HILMA ST,4,Worcester,Spring 2011,6/25/2015,Front Yard,No,3.92,,0,,14,14.89583333,Alive,Yes,1-25%,Good,,weed whacker damage,,,FY,SFR-D,11,47,0,0,15.1,32,Alive,1,1,Good,,AR KS AP NG,0,1,0,6/26/2023,ARichmondCrosset_clarku,,,prunus serrulata
1742,15332,3793,Sweetgum,HUNNEWELL RD,42,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,8.3,54,0,0,27.8,21.5,Alive,0,1,Good,,Jathrc,1,0,0,6/22/2023,racolon_clarku,,,Liquidambar styraciflua
1743,15333,3794,Blackgum,HUNNEWELL RD,42,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,9.5,54,0,0,28.5,24,Alive,0,1,Good,,Jathrc,1,0,0,6/22/2023,racolon_clarku,,,Nyssa sylvatica
1744,15335,3803,Crabapple,HUNNEWELL RD,48,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"RC, JA, TH",0,1,0,6/22/2023,THonnef_clarku,,,Malus sylvestris 
1745,15336,3802,Crabapple,HUNNEWELL RD,48,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,,0,1,0,6/22/2023,JaAndrews_clarku,,,Malus sylvestris 
1746,15337,3801,Crabapple,HUNNEWELL RD,48,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,JA TH RC,0,1,0,6/22/2023,JaAndrews_clarku,,,Malus sylvestris 
1747,15338,3796,Crabapple,HUNNEWELL RD,48,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,Jathrc,0,1,0,6/22/2023,racolon_clarku,,,Malus sylvestris 
1748,15339,3798,Crabapple,HUNNEWELL RD,48,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,Jathrc,0,1,0,6/22/2023,racolon_clarku,,,Malus sylvestris 
1749,15340,3800,Crabapple,HUNNEWELL RD,48,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"RC, JA, TH",0,1,0,6/22/2023,THonnef_clarku,,,Malus sylvestris 
1750,15342,3874,Sweetgum,IDALLA RD,10,Worcester,Spring 2011,6/29/2015,Back Yard,Single-Family,0,,0,,0,0,Removed/missing,,,,,,,,BY,SFR-A,0,0,0,0,0,0,Removed,0,0,Dead,,JA AN AR,1,0,0,6/21/2023,ARichmondCrosset_clarku,,,Liquidambar styraciflua
1751,15343,3873,Sweetgum,IDALLA RD,10,Worcester,Spring 2011,6/29/2015,,,0,,0,,0,0,Standing Dead,Yes,,,,,,,BY,SFR-A,0,0,0,0,0,0,Removed,0,0,Dead,,JA AN AR,1,0,0,6/21/2023,ARichmondCrosset_clarku,,,Liquidambar styraciflua
1752,15376,3952,Sweetgum,IVERNIA RD,10,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,3,54,0,0,14.8,12,Alive,0,1,Good,,Ng ck an,1,0,0,6/20/2023,NGeron_clarku,,,Liquidambar styraciflua
1753,15377,3970,Red Oak,IVERNIA RD,11,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,Apthrc,1,0,0,6/21/2023,racolon_clarku,,,Quercus rubra
1754,15378,3966,Kousa Dogwood,IVERNIA RD,11,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,1.7,54,0,0,11.9,12,Alive,0,1,Good,,Apthrc,0,1,0,6/21/2023,racolon_clarku,,,Cornus kousa
1755,15379,3967,Sargent Cherry,IVERNIA RD,11,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,2.4,38,0,0,10.4,10,Alive,0,1,Good,,Apthrc,0,1,0,6/21/2023,racolon_clarku,,,Prunus sargentii
1756,15380,3971,Red Oak,IVERNIA RD,11,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"AP, RC, TH",1,0,0,6/21/2023,THonnef_clarku,,,Quercus rubra
1757,15381,3968,Red Oak,IVERNIA RD,11,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,7.9,54,0,0,31.6,17.5,Alive,0,1,Good,,Apthrc,1,0,0,6/21/2023,racolon_clarku,,,Quercus rubra
1758,15383,3957,Red Oak,IVERNIA RD,6,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,1,54,0,0,22.2,21,Alive,0,1,Good,,Apthrc,1,0,0,6/21/2023,racolon_clarku,,,Quercus rubra
1759,15386,3953,Pin Oak,IVERNIA RD,6,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,3.8,54,0,0,13,11,Alive,0,1,Good,,Apthrc,1,0,0,6/21/2023,racolon_clarku,,,Quercus palustris
1760,15388,3947,Tulip,IVERNIA RD,6,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"AP, RC, TH",1,0,0,6/21/2023,THonnef_clarku,,,Liriodendron
1761,15390,3990,Snow Goose Cherry,JERSEY DR,9,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,5.4,54,0,0,13.3,16.5,Alive,1,1,Fair,"Bark is chipped, and kind of scraggly looking.",AP KS JA,0,1,0,6/20/2023,apai_clarku,,,prunus serrulata
1762,15391,3983,Sweetgum,JERSEY DR,9,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,SFR-D,5,54,1.5,54,23,14.5,Alive,1,1,Good,b'48756765206f66662073686f6f742c207468617420776520746f6f6b207468652044424820206f662c20616e642074686973206f6e65207365656d73206c696b6520697489dbaa7320696e207468652077726f6e6720706c616365206f6e20746865206d61703b207268697320696e7320697320636c6f73657220746f207468652066726f6e74206f662074686520686f757365',AP KS JA,1,0,0,6/20/2023,apai_clarku,,,Liquidambar styraciflua
1763,15484,4130,Kousa Dogwood,KENDRICK AVE,105,Worcester,Spring 2011,6/24/2015,Back Yard,Single Family,0.78,4.5,0,,6.833333333,3.791666667,Alive,Y,1-25%,Fair,,Slight leaning; flowers are wilted & pest damage,,,BY,SFR-D,2.4,22,0.4,22,13,15,Alive,0,1,Good,,"CB, TH, RC",0,1,0,6/7/2023,THonnef_clarku,,,Cornus kousa
1764,15485,4125,Pin Oak,KENDRICK AVE,105,Worcester,Spring 2011,6/24/2015,Front Yard,Single Family,0.45,4.5,0,,8,4.666666667,Alive,N,1-25%,Good,,Shaded by spruces,,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"CB, TH, RC",1,0,0,6/7/2023,THonnef_clarku,,,Quercus palustris
1765,15486,4126,Hophornbeam,KENDRICK AVE,105,Worcester,Spring 2011,6/24/2015,Front Yard,Single Family,0,,0,,0,0,Removed/Missing,,,,,,,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"CB, TH, RC",1,0,0,6/7/2023,THonnef_clarku,,,Ostrya
1766,15489,4143,White Fir,KENDRICK AVE,29,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,,0,0,1,6/6/2023,NGeron_clarku,,,Abies concolor
1767,15490,4136,White Fir,KENDRICK AVE,29,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,3,46,0,0,8.5,4,Alive,0,5,Dead,Dead. Site type: backyard wild space of single family home.,CK AP KS,0,0,1,6/7/2023,KSmart_clarku,,,Abies concolor
1768,15491,4138,White Fir,KENDRICK AVE,29,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,,0,0,1,6/6/2023,NGeron_clarku,,,Abies concolor
1769,15492,4139,White Fir,KENDRICK AVE,29,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,,0,0,1,6/6/2023,NGeron_clarku,,,Abies concolor
1770,15493,4134,White Fir,KENDRICK AVE,29,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,1.9,54,0,0,11,7,Alive,0,3,Poor,Lots of die back at base. Lots of vines/plants growing into it.,CK KS AP,0,0,1,6/7/2023,KSmart_clarku,,,Abies concolor
1771,15494,4133,White Fir,KENDRICK AVE,29,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,2.4,54,0,0,13,9.5,Alive,0,2,Fair,b'4c6f6f6b73206c696b6520697489dbaa73206265696e672063686f6b6564206279206f7468657220706c616e74732067726f77696e6720696e746f206272616e636865732e',KS CK AP,0,0,1,6/7/2023,KSmart_clarku,,,Abies concolor
1772,15495,4142,White Fir,KENDRICK AVE,29,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,2.5,54,0,0,15.2,5.5,Standing Dead,0,5,Dead,Very corner of property. Site type/land use = backyard wild space of single family home.,AP KS CK,0,0,1,7/6/2023,CBate_clarku,,,Abies concolor
1773,15496,4140,White Fir,KENDRICK AVE,29,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,4.7,50,0,0,17,12,Alive,0,1,Fair,,KS AP CK,0,0,1,6/7/2023,KSmart_clarku,,,Abies concolor
1774,15497,4135,White Fir,KENDRICK AVE,29,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,5.6,56,0,0,23,12,Alive,0,1,Good,"Site type: backyard woods area, unkept. Single family home. Best tree in this area. Right of the shed.",KS AP CK,0,0,1,6/7/2023,KSmart_clarku,,,Abies concolor
1775,15498,4137,Red Oak,KENDRICK AVE,29,Worcester,Spring 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Unknown,0,0,,No evidence of a red oak ever being in this yard/woods area. No basal sprouts or stump.,KS AP CK,1,0,0,6/7/2023,KSmart_clarku,,,Quercus rubra
